individualid,originalid,Traitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,Trait,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,Temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curatedbycitation,curatedbydoi,submittedby,contributoremail,notes,published,embargorelease,curve_ID
NA,NA,development time,mean duration of life stage,NA,NA,10.58,days,0.87,0.87,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Remigio Paraiba Brazil,field,NA,NA,0,decimal,-6.581,-35.4729,Aedes aegypti,NA,NA,NA,19,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (egg to adult),NA,34,celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,Beserra et al. 2009. Efeitos da temperatura no ciclo de vida exigencias termicas e estimativas do numero de geracoes anuais de Aedes aegypti (Diptera Culicidae). Iheringia Serie Zoologia. 99:2,10.1590/S0073-47212009000200004,NA,NA,Tomas Valentin San Miguel,tomas.sanmiguel@ig.edu.ar,interactor1number is the number of individuals that survived life stage from an initial n=50,TRUE,30/10/2009,45
NA,DM01,development time,average duration of life stage,NA,NA,33.6,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,10,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),female,14,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,DM01,development time,average duration of life stage,NA,NA,19.1,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,8,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),female,18.5,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,DM01,development time,average duration of life stage,NA,NA,13,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,13,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),female,24,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,DM01,development time,average duration of life stage,NA,NA,28.8,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,8,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),male,14,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,DM01,development time,average duration of life stage,NA,NA,17.1,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,16,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),male,18.5,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,DM01,development time,average duration of life stage,NA,NA,10.5,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,12,hours,NA,NA,NA,NA,01/07/2015,01/08/2015,NA,daily,NA,NA,NA,NA,NA,NA,NA,Resistencia Argentina,field,NA,NA,NA,decimal,-27.450217,-58.99277,Aedes aegypti,NA,NA,NA,9,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (L1 to adult),male,24,Celsius,NA,16,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,De Mayo et al. 2022 Comparative Study on the Thermal Performance of Three Aedes aegypti (Diptera: Culicidae) Populations From Argentina. J. Med. Entomol. 58:4,10.1093/jme/tjab017,NA,NA,Daniele Da Re,dare.daniele@gmail.com,NA,TRUE,NA,46
NA,NA,development time,mean duration of life stage,NA,NA,29,days,2,2,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion Island,field (F3),NA,NA,0,decimal,-21.114444,55.5325,Aedes aegypti,NA,NA,NA,2,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,L1 to adult,NA,15,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,Bagny Beilhe et al. 2013. Ecological intercations in Aedes species on Reunion Island. Medical and Vetinary Entomology 27,10.1111/j.1365-2915.2012.01062.x,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from an intitial n=100 at the start of the experiment,TRUE,NA,47
NA,NA,development time,mean duration of life stage,NA,NA,12.7,days,0.3,0.3,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion Island,field (F3),NA,NA,0,decimal,-21.114444,55.5325,Aedes aegypti,NA,NA,NA,32,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,L1 to adult,NA,20,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,Bagny Beilhe et al. 2013. Ecological intercations in Aedes species on Reunion Island. Medical and Vetinary Entomology 27,10.1111/j.1365-2915.2012.01062.x,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from an intitial n=100 at the start of the experiment,TRUE,NA,47
NA,NA,development time,mean duration of life stage,NA,NA,9.3,days,0.3,0.3,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion Island,field (F3),NA,NA,0,decimal,-21.114444,55.5325,Aedes aegypti,NA,NA,NA,61,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,L1 to adult,NA,25,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,Bagny Beilhe et al. 2013. Ecological intercations in Aedes species on Reunion Island. Medical and Vetinary Entomology 27,10.1111/j.1365-2915.2012.01062.x,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from an intitial n=100 at the start of the experiment,TRUE,NA,47
NA,NA,development time,mean duration of life stage,NA,NA,8.2,days,0.4,0.4,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion Island,field (F3),NA,NA,0,decimal,-21.114444,55.5325,Aedes aegypti,NA,NA,NA,33,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,L1 to adult,NA,30,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,Bagny Beilhe et al. 2013. Ecological intercations in Aedes species on Reunion Island. Medical and Vetinary Entomology 27,10.1111/j.1365-2915.2012.01062.x,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from an intitial n=100 at the start of the experiment,TRUE,NA,47
NA,NA,development time,mean duration of life stage,NA,NA,5,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reunion Island,field (F3),NA,NA,0,decimal,-21.114444,55.5325,Aedes aegypti,NA,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,L1 to adult,NA,35,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1,Bagny Beilhe et al. 2013. Ecological intercations in Aedes species on Reunion Island. Medical and Vetinary Entomology 27,10.1111/j.1365-2915.2012.01062.x,NA,NA,Paul Huxley,phuxly@gmail.com,interactor1number is the number of individuals that survived life stage from an intitial n=100 at the start of the experiment,TRUE,NA,47
NA,DIC003,development time,mean duration of life stage,NA,NA,0,hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,14,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,trait value was set to zero because complete juvenile mortality occured at this temperature. interactor1number is the number of individuals that did not survive life stage from the initial number of individuals at the start of the experiment (n=250),TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,452.6,hours,4.3,4.3,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,17,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,281.8,hours,3,3,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,21,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,170.8,hours,3.1,3.1,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,27,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,120.4,hours,5.3,5.3,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,30,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,131.8,hours,7.7,7.7,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,33,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC003,development time,mean duration of life stage,NA,NA,220,hours,13.7,13.7,se,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes aegypti,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),NA,36,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,NA,TRUE,NA,48
NA,DIC002,development time,mean duration of life stage,NA,NA,0,hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial,laboratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rio Grande Valley Texas USA,field,NA,NA,0,decimal,26.22,-98.12,Aedes albopictus,NA,NA,NA,250,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (not inc egg stage),NA,14,Celsius,NA,27,Celsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 12,Dickerson 2007. The effects of temperature and humidity on the eggs of Aedes aegypti (L.) and Aedes albopictus (Skuse) in Texas. Texas A&M University Thesis,NA,NA,NA,Paul Huxley,phuxly@gmail.com,trait value was set to zero because complete juvenile mortality occured at this temperature. interactor1number is the number of individuals that did not survive life stage from the initial number of individuals at the start of the experiment (n=250),TRUE,NA,49
